Date,District,Rent (₹),Utilities (₹),Groceries (₹),Transport (₹),Fuel Price (₹/liter),Healthcare (₹),Education (₹),Internet (₹),Total Monthly Expense (₹)
2020-09-01,Banaskantha,7188.78,4077.85,4400.15,1704.61,98.85,646.61,3409.22,626.59,22053.81
2020-10-01,Banaskantha,7191.65,4079.47,4401.91,1705.29,99.17,646.87,3410.58,626.84,22062.61
2020-11-01,Banaskantha,7188.29,4077.57,4399.85,1704.49,98.95,646.57,3408.98,626.55,22052.29
2020-12-01,Banaskantha,7202.42,4085.58,4408.5,1707.84,99.28,647.84,3415.68,627.78,22095.65
2021-01-01,Banaskantha,7157.21,4059.94,4380.83,1697.12,99.56,643.77,3394.24,623.84,21956.94
2021-02-01,Banaskantha,7192.82,4080.14,4402.63,1705.57,99.15,646.97,3411.13,626.94,22066.21
2021-03-01,Banaskantha,7221.8,4096.57,4420.36,1712.44,99.21,649.58,3424.87,629.47,22155.09
2021-04-01,Banaskantha,7230.59,4101.56,4425.74,1714.52,99.23,650.37,3429.04,630.24,22182.07
2021-05-01,Banaskantha,7174.37,4069.67,4391.33,1701.19,99.25,645.31,3402.38,625.34,22009.6
2021-06-01,Banaskantha,7155.29,4058.85,4379.65,1696.67,99.18,643.6,3393.33,623.67,21951.07
2021-07-01,Banaskantha,7195.17,4081.47,4404.06,1706.12,99.08,647.18,3412.25,627.15,22073.41
2021-08-01,Banaskantha,7191.75,4079.53,4401.97,1705.31,98.59,646.88,3410.62,626.85,22062.91
2021-09-01,Banaskantha,7176.66,4070.97,4392.73,1701.73,99.17,645.52,3403.47,625.53,22016.62
2021-10-01,Banaskantha,7202.1,4085.4,4408.31,1707.77,98.84,647.81,3415.53,627.75,22094.68
2021-11-01,Banaskantha,7241.82,4107.93,4432.61,1717.18,98.89,651.38,3434.37,631.21,22216.5
2021-12-01,Banaskantha,7231.18,4101.9,4426.1,1714.66,99.27,650.42,3429.32,630.29,22183.87
2022-01-01,Banaskantha,7173.16,4068.98,4390.59,1700.9,99.67,645.2,3401.81,625.23,22005.87
2022-02-01,Banaskantha,7153.5,4057.83,4378.56,1696.24,99.42,643.44,3392.48,623.52,21945.57
2022-03-01,Banaskantha,7232.29,4102.53,4426.78,1714.93,98.94,650.52,3429.85,630.38,22187.3
2022-04-01,Banaskantha,7246.37,4110.51,4435.4,1718.26,99.07,651.79,3436.53,631.61,22230.47
2022-05-01,Banaskantha,7206.73,4088.03,4411.14,1708.86,99.22,648.22,3417.73,628.16,22108.87
2022-06-01,Banaskantha,7191.54,4079.41,4401.84,1705.26,99.39,646.86,3410.52,626.83,22062.27
2022-07-01,Banaskantha,7224.86,4098.31,4422.23,1713.16,98.62,649.85,3426.33,629.74,22164.48
2022-08-01,Banaskantha,7243.2,4108.72,4433.46,1717.51,98.65,651.51,3435.02,631.33,22220.76
2022-09-01,Banaskantha,7233.44,4103.18,4427.49,1715.2,99.48,650.63,3430.4,630.48,22190.82
2022-10-01,Banaskantha,7157.19,4059.93,4380.81,1697.12,99.02,643.77,3394.23,623.84,21956.88
2022-11-01,Banaskantha,7156.66,4059.62,4380.49,1696.99,99.08,643.72,3393.98,623.79,21955.26
2022-12-01,Banaskantha,7185.3,4075.87,4398.02,1703.78,99.38,646.3,3407.57,626.29,22043.13
2023-01-01,Banaskantha,7243.42,4108.84,4433.59,1717.56,99.56,651.52,3435.13,631.35,22221.42
2023-02-01,Banaskantha,7176.18,4070.7,4392.44,1701.62,99.08,645.48,3403.24,625.49,22015.13
2023-03-01,Banaskantha,7135.91,4047.86,4367.79,1692.07,98.9,641.85,3384.14,621.98,21891.61
2023-04-01,Banaskantha,7231.01,4101.8,4426.0,1714.62,99.62,650.41,3429.24,630.27,22183.36
2023-05-01,Banaskantha,7152.04,4057.0,4377.66,1695.9,98.97,643.31,3391.79,623.39,21941.08
2023-06-01,Banaskantha,7195.42,4081.61,4404.21,1706.18,99.23,647.21,3412.36,627.17,22074.16
2023-07-01,Banaskantha,7167.29,4065.66,4387.0,1699.51,99.27,644.68,3399.02,624.72,21987.88
2023-08-01,Banaskantha,7179.35,4072.5,4394.38,1702.37,99.14,645.76,3404.74,625.77,22024.87
2023-09-01,Banaskantha,7215.98,4093.28,4416.8,1711.06,99.15,649.06,3422.12,628.96,22137.25
2023-10-01,Banaskantha,7180.69,4073.26,4395.2,1702.69,99.11,645.88,3405.38,625.89,22028.99
2023-11-01,Banaskantha,7193.19,4080.35,4402.85,1705.65,99.03,647.01,3411.31,626.98,22067.33
2023-12-01,Banaskantha,7187.07,4076.88,4399.1,1704.2,99.62,646.46,3408.4,626.44,22048.56
2024-01-01,Banaskantha,7216.51,4093.57,4417.12,1711.18,99.06,649.1,3422.36,629.01,22138.86
2024-02-01,Banaskantha,7221.39,4096.34,4420.11,1712.34,99.05,649.54,3424.68,629.43,22153.85
2024-03-01,Banaskantha,7238.49,4106.04,4430.58,1716.4,99.25,651.08,3432.79,630.92,22206.3
2024-04-01,Banaskantha,7192.51,4079.96,4402.43,1705.49,99.28,646.95,3410.98,626.92,22065.25
2024-05-01,Banaskantha,7139.95,4050.15,4370.26,1693.03,98.81,642.22,3386.06,622.34,21904.01
2024-06-01,Banaskantha,7153.49,4057.83,4378.55,1696.24,99.19,643.44,3392.48,623.52,21945.54
2024-07-01,Banaskantha,7258.58,4117.44,4442.87,1721.16,99.81,652.89,3442.32,632.67,22267.93
2024-08-01,Banaskantha,7219.28,4095.15,4418.82,1711.84,99.29,649.35,3423.68,629.25,22147.36
2024-09-01,Banaskantha,7131.69,4045.46,4365.2,1691.07,98.98,641.47,3382.14,621.61,21878.65
2024-10-01,Banaskantha,7168.07,4066.1,4387.48,1699.7,98.96,644.75,3399.4,624.79,21990.28
2024-11-01,Banaskantha,7190.33,4078.72,4401.1,1704.97,99.0,646.75,3409.95,626.73,22058.54
2024-12-01,Banaskantha,7125.29,4041.83,4361.29,1689.55,99.37,640.9,3379.1,621.06,21859.02
2025-01-01,Banaskantha,7157.84,4060.3,4381.21,1697.27,99.22,643.83,3394.54,623.89,21958.89
2020-01-01,Bharuch,8230.01,4741.31,5053.96,1450.93,101.09,605.06,4705.9,721.42,25508.58
2020-02-01,Bharuch,8132.05,4684.88,4993.8,1433.66,100.36,597.86,4649.89,712.83,25204.96
2020-03-01,Bharuch,8149.04,4694.67,5004.24,1436.65,100.58,599.11,4659.6,714.32,25257.62
2020-04-01,Bharuch,8088.27,4659.65,4966.92,1425.94,100.82,594.64,4624.85,708.99,25069.25
2020-05-01,Bharuch,8161.08,4701.6,5011.63,1438.77,101.28,599.99,4666.49,715.37,25294.94
2020-06-01,Bharuch,8135.56,4686.9,4995.95,1434.27,100.83,598.11,4651.89,713.14,25215.82
2020-07-01,Bharuch,8123.2,4679.78,4988.37,1432.1,101.01,597.21,4644.83,712.05,25177.53
2020-08-01,Bharuch,8145.2,4692.45,5001.88,1435.97,100.39,598.82,4657.4,713.98,25245.71
2020-09-01,Bharuch,8149.72,4695.06,5004.65,1436.77,100.87,599.16,4659.99,714.38,25259.72
2020-10-01,Bharuch,8160.65,4701.35,5011.37,1438.7,101.06,599.96,4666.24,715.34,25293.6
2020-11-01,Bharuch,8091.38,4661.44,4968.82,1426.49,100.49,594.87,4626.63,709.26,25078.89
2020-12-01,Bharuch,8176.29,4710.36,5020.97,1441.46,100.53,601.11,4675.18,716.71,25342.07
2021-01-01,Bharuch,8160.05,4701.01,5011.0,1438.59,100.02,599.92,4665.89,715.28,25291.73
2021-02-01,Bharuch,8260.73,4759.01,5072.82,1456.34,100.67,607.32,4723.46,724.11,25603.78
2021-03-01,Bharuch,8198.83,4723.35,5034.81,1445.43,100.65,602.77,4688.07,718.68,25411.93
2021-04-01,Bharuch,8167.13,4705.09,5015.35,1439.84,101.2,600.44,4669.95,715.9,25313.7
2021-05-01,Bharuch,8197.68,4722.69,5034.11,1445.23,100.69,602.68,4687.41,718.58,25408.38
2021-06-01,Bharuch,8144.77,4692.2,5001.61,1435.9,101.05,598.79,4657.16,713.94,25244.37
2021-07-01,Bharuch,8245.16,4750.04,5063.26,1453.6,100.81,606.17,4714.56,722.74,25555.54
2021-08-01,Bharuch,8229.86,4741.23,5053.87,1450.9,100.68,605.05,4705.81,721.4,25508.12
2021-09-01,Bharuch,8188.98,4717.68,5028.77,1443.69,101.08,602.04,4682.44,717.82,25381.42
2021-10-01,Bharuch,8133.59,4685.77,4994.75,1433.93,100.52,597.97,4650.77,712.96,25209.74
2021-11-01,Bharuch,8196.85,4722.21,5033.6,1445.08,100.59,602.62,4686.94,718.51,25405.8
2021-12-01,Bharuch,8113.89,4674.42,4982.65,1430.46,100.54,596.52,4639.5,711.24,25148.68
2022-01-01,Bharuch,8128.48,4682.82,4991.61,1433.03,101.01,597.59,4647.85,712.52,25193.91
2022-02-01,Bharuch,8171.21,4707.44,5017.85,1440.56,100.96,600.74,4672.28,716.26,25326.35
2022-03-01,Bharuch,8167.41,4705.24,5015.51,1439.89,100.57,600.46,4670.1,715.93,25314.54
2022-04-01,Bharuch,8178.62,4711.71,5022.4,1441.87,101.11,601.28,4676.51,716.91,25349.3
2022-05-01,Bharuch,8174.04,4709.07,5019.59,1441.06,100.88,600.94,4673.89,716.51,25335.1
2022-06-01,Bharuch,8119.07,4677.4,4985.83,1431.37,100.81,596.9,4642.46,711.69,25164.73
2022-07-01,Bharuch,8116.91,4676.15,4984.5,1430.99,100.74,596.74,4641.23,711.5,25158.03
2022-08-01,Bharuch,8083.56,4656.94,4964.02,1425.11,100.26,594.29,4622.16,708.58,25054.66
2022-09-01,Bharuch,8142.5,4690.9,5000.22,1435.5,100.58,598.62,4655.86,713.74,25237.34
2022-10-01,Bharuch,8154.61,4697.87,5007.66,1437.63,100.71,599.52,4662.79,714.81,25274.88
2022-11-01,Bharuch,8151.5,4696.08,5005.74,1437.08,100.93,599.29,4661.0,714.53,25265.23
2022-12-01,Bharuch,8131.43,4684.52,4993.42,1433.55,100.68,597.81,4649.53,712.77,25203.02
2023-01-01,Bharuch,8209.44,4729.46,5041.33,1447.3,100.75,603.55,4694.14,719.61,25444.83
2023-02-01,Bharuch,8142.98,4691.17,5000.51,1435.58,100.77,598.66,4656.13,713.79,25238.83
2023-03-01,Bharuch,8143.71,4691.59,5000.96,1435.71,100.53,598.71,4656.55,713.85,25241.08
2023-04-01,Bharuch,8109.68,4671.99,4980.06,1429.71,100.52,596.21,4637.09,710.87,25135.62
2023-05-01,Bharuch,8185.77,4715.82,5026.79,1443.13,100.56,601.81,4680.6,717.54,25371.46
2023-06-01,Bharuch,8143.97,4691.74,5001.12,1435.76,100.96,598.73,4656.7,713.87,25241.89
2023-07-01,Bharuch,8138.95,4688.85,4998.04,1434.87,100.94,598.36,4653.83,713.43,25226.33
2023-08-01,Bharuch,8087.6,4659.27,4966.51,1425.82,100.71,594.59,4624.47,708.93,25067.2
2023-09-01,Bharuch,8153.48,4697.22,5006.96,1437.43,100.76,599.43,4662.14,714.71,25271.37
2023-10-01,Bharuch,8083.04,4656.64,4963.71,1425.02,101.11,594.25,4621.86,708.53,25053.06
2023-11-01,Bharuch,8115.51,4675.35,4983.64,1430.74,100.85,596.64,4640.43,711.38,25153.69
2023-12-01,Bharuch,8150.59,4695.56,5005.19,1436.93,101.05,599.22,4660.49,714.45,25262.43
2024-01-01,Bharuch,8239.23,4746.62,5059.62,1452.55,100.36,605.74,4711.17,722.22,25537.17
2024-02-01,Bharuch,8123.88,4680.17,4988.78,1432.22,100.81,597.26,4645.21,712.11,25179.62
2024-03-01,Bharuch,8105.31,4669.47,4977.38,1428.94,100.98,595.89,4634.6,710.49,25122.09
2024-04-01,Bharuch,8184.57,4715.13,5026.05,1442.91,100.92,601.72,4679.91,717.43,25367.73
2024-05-01,Bharuch,8159.89,4700.92,5010.9,1438.56,101.16,599.9,4665.8,715.27,25291.24
2024-06-01,Bharuch,8103.27,4668.3,4976.13,1428.58,100.77,595.74,4633.43,710.31,25115.75
2024-07-01,Bharuch,8120.22,4678.06,4986.54,1431.57,101.02,596.99,4643.12,711.79,25168.29
2024-08-01,Bharuch,8075.71,4652.42,4959.2,1423.72,100.74,593.71,4617.67,707.89,25030.32
2024-09-01,Bharuch,8163.9,4703.23,5013.36,1439.27,100.46,600.2,4668.1,715.62,25303.68
2024-10-01,Bharuch,8124.8,4680.7,4989.35,1432.38,100.75,597.32,4645.74,712.19,25182.49
2024-11-01,Bharuch,8189.11,4717.75,5028.84,1443.72,100.44,602.05,4682.51,717.83,25381.82
2024-12-01,Bharuch,8115.35,4675.26,4983.55,1430.71,101.09,596.63,4640.34,711.37,25153.21
2025-01-01,Bharuch,8139.17,4688.98,4998.17,1434.91,100.51,598.38,4653.95,713.45,25227.01
2020-01-01,Bhavnagar,11148.91,4413.11,5654.85,1416.44,96.19,830.81,3293.45,635.27,27392.84
2020-02-01,Bhavnagar,11264.84,4459.0,5713.66,1431.17,96.67,839.45,3327.7,641.87,27677.7
2020-03-01,Bhavnagar,11295.91,4471.3,5729.42,1435.12,96.56,841.76,3336.88,643.64,27754.04
2020-04-01,Bhavnagar,11280.38,4465.15,5721.54,1433.15,96.79,840.61,3332.29,642.76,27715.88
2020-05-01,Bhavnagar,11231.19,4445.68,5696.59,1426.9,96.36,836.94,3317.76,639.95,27595.0
2020-06-01,Bhavnagar,11245.0,4451.15,5703.59,1428.65,96.59,837.97,3321.84,640.74,27628.94
2020-07-01,Bhavnagar,11217.5,4440.26,5689.64,1425.16,96.42,835.92,3313.72,639.17,27561.36
2020-08-01,Bhavnagar,11276.8,4463.73,5719.72,1432.69,96.58,840.34,3331.23,642.55,27707.07
2020-09-01,Bhavnagar,11244.06,4450.77,5703.11,1428.53,96.03,837.9,3321.56,640.69,27626.62
2020-10-01,Bhavnagar,11254.27,4454.81,5708.29,1429.83,96.25,838.66,3324.58,641.27,27651.71
2020-11-01,Bhavnagar,11309.67,4476.75,5736.4,1436.87,96.44,842.79,3340.95,644.43,27787.84
2020-12-01,Bhavnagar,11198.52,4432.75,5680.02,1422.75,96.51,834.5,3308.11,638.09,27514.73
2021-01-01,Bhavnagar,11325.83,4483.14,5744.59,1438.92,96.72,843.99,3345.72,645.35,27827.53
2021-02-01,Bhavnagar,11266.81,4459.78,5714.66,1431.42,96.15,839.59,3328.28,641.98,27682.54
2021-03-01,Bhavnagar,11345.53,4490.94,5754.59,1441.42,96.35,845.46,3351.54,646.47,27875.95
2021-04-01,Bhavnagar,11306.91,4475.65,5734.99,1436.52,96.44,842.58,3340.13,644.27,27781.04
2021-05-01,Bhavnagar,11301.5,4473.51,5732.25,1435.83,96.91,842.18,3338.53,643.96,27767.76
2021-06-01,Bhavnagar,11290.86,4469.3,5726.86,1434.48,96.75,841.39,3335.39,643.35,27741.63
2021-07-01,Bhavnagar,11248.94,4452.7,5705.59,1429.15,96.41,838.26,3323.0,640.96,27638.61
2021-08-01,Bhavnagar,11262.23,4457.97,5712.33,1430.84,96.43,839.25,3326.93,641.72,27671.28
2021-09-01,Bhavnagar,11393.02,4509.74,5778.67,1447.46,96.25,849.0,3365.57,649.18,27992.63
2021-10-01,Bhavnagar,11310.74,4477.17,5736.94,1437.0,96.68,842.87,3341.26,644.49,27790.47
2021-11-01,Bhavnagar,11267.37,4460.0,5714.94,1431.49,96.96,839.64,3328.45,642.02,27683.91
2021-12-01,Bhavnagar,11271.22,4461.52,5716.89,1431.98,96.35,839.92,3329.59,642.23,27693.37
2022-01-01,Bhavnagar,11270.85,4461.38,5716.7,1431.94,96.48,839.89,3329.48,642.21,27692.45
2022-02-01,Bhavnagar,11282.73,4466.08,5722.73,1433.44,96.77,840.78,3332.99,642.89,27721.64
2022-03-01,Bhavnagar,11206.22,4435.79,5683.92,1423.72,96.88,835.08,3310.38,638.53,27533.65
2022-04-01,Bhavnagar,11240.15,4449.23,5701.13,1428.04,96.66,837.61,3320.41,640.46,27617.02
2022-05-01,Bhavnagar,11289.12,4468.61,5725.97,1434.26,96.64,841.26,3334.87,643.25,27737.33
2022-06-01,Bhavnagar,11248.34,4452.47,5705.29,1429.08,96.39,838.22,3322.83,640.93,27637.14
2022-07-01,Bhavnagar,11239.36,4448.91,5700.73,1427.93,96.99,837.55,3320.17,640.42,27615.08
2022-08-01,Bhavnagar,11205.84,4435.64,5683.73,1423.68,96.32,835.05,3310.27,638.51,27532.72
2022-09-01,Bhavnagar,11211.61,4437.93,5686.66,1424.41,96.57,835.48,3311.98,638.84,27546.89
2022-10-01,Bhavnagar,11168.84,4421.0,5664.96,1418.98,96.14,832.29,3299.34,636.4,27441.81
2022-11-01,Bhavnagar,11239.81,4449.09,5700.96,1427.99,96.16,837.58,3320.31,640.44,27616.19
2022-12-01,Bhavnagar,11186.72,4428.08,5674.03,1421.25,96.16,833.63,3304.62,637.42,27485.75
2023-01-01,Bhavnagar,11206.92,4436.07,5684.28,1423.81,96.74,835.13,3310.59,638.57,27535.37
2023-02-01,Bhavnagar,11308.14,4476.14,5735.62,1436.67,97.09,842.67,3340.49,644.34,27784.07
2023-03-01,Bhavnagar,11360.18,4496.74,5762.01,1443.28,96.76,846.55,3355.86,647.3,27911.93
2023-04-01,Bhavnagar,11312.18,4477.74,5737.67,1437.19,96.57,842.97,3341.69,644.57,27794.0
2023-05-01,Bhavnagar,11283.66,4466.45,5723.2,1433.56,97.09,840.85,3333.26,642.94,27723.93
2023-06-01,Bhavnagar,11275.31,4463.14,5718.97,1432.5,96.87,840.23,3330.79,642.47,27703.42
2023-07-01,Bhavnagar,11201.99,4434.12,5681.78,1423.19,96.34,834.76,3309.14,638.29,27523.27
2023-08-01,Bhavnagar,11271.99,4461.83,5717.28,1432.08,96.58,839.98,3329.81,642.28,27695.25
2023-09-01,Bhavnagar,11219.65,4441.11,5690.74,1425.43,97.23,836.08,3314.35,639.3,27566.65
2023-10-01,Bhavnagar,11264.16,4458.73,5713.31,1431.09,96.4,839.4,3327.5,641.83,27676.01
2023-11-01,Bhavnagar,11262.98,4458.26,5712.71,1430.94,96.54,839.31,3327.15,641.77,27673.12
2023-12-01,Bhavnagar,11265.01,4459.07,5713.74,1431.19,96.07,839.46,3327.75,641.88,27678.11
2024-01-01,Bhavnagar,11327.02,4483.61,5745.2,1439.07,96.92,844.08,3346.07,645.41,27830.46
2024-02-01,Bhavnagar,11337.04,4487.58,5750.28,1440.34,96.63,844.83,3349.03,645.99,27855.08
2024-03-01,Bhavnagar,11291.67,4469.62,5727.26,1434.58,96.28,841.45,3335.63,643.4,27743.61
2024-04-01,Bhavnagar,11301.24,4473.41,5732.12,1435.8,96.61,842.16,3338.45,643.95,27767.12
2024-05-01,Bhavnagar,11228.61,4444.66,5695.28,1426.57,96.78,836.75,3317.0,639.81,27588.66
2024-06-01,Bhavnagar,11305.2,4474.98,5734.13,1436.3,96.55,842.45,3339.62,644.17,27776.86
2024-07-01,Bhavnagar,11279.08,4464.64,5720.88,1432.98,96.23,840.51,3331.91,642.68,27712.68
2024-08-01,Bhavnagar,11324.28,4482.53,5743.81,1438.72,96.27,843.88,3345.26,645.26,27823.73
2024-09-01,Bhavnagar,11214.85,4439.21,5688.3,1424.82,96.55,835.72,3312.93,639.02,27554.86
2024-10-01,Bhavnagar,11317.06,4479.67,5740.14,1437.81,96.85,843.34,3343.13,644.85,27805.98
2024-11-01,Bhavnagar,11254.19,4454.78,5708.26,1429.82,96.76,838.65,3324.56,641.26,27651.53
2024-12-01,Bhavnagar,11159.61,4417.34,5660.28,1417.8,96.32,831.61,3296.61,635.88,27419.13
2025-01-01,Bhavnagar,11215.21,4439.35,5688.48,1424.87,96.89,835.75,3313.04,639.04,27555.75
2020-01-01,Botad,9509.46,4997.97,4213.19,1590.58,95.67,896.89,4261.24,502.5,25971.85
2020-02-01,Botad,9540.27,5014.17,4226.84,1595.74,96.13,899.8,4275.05,504.13,26055.99
2020-03-01,Botad,9521.28,5004.18,4218.43,1592.56,96.12,898.01,4266.53,503.12,26004.11
2020-04-01,Botad,9498.87,4992.41,4208.5,1588.81,95.56,895.89,4256.49,501.94,25942.92
2020-05-01,Botad,9484.96,4985.1,4202.34,1586.48,96.07,894.58,4250.26,501.21,25904.92
2020-06-01,Botad,9526.73,5007.05,4220.84,1593.47,96.04,898.52,4268.98,503.41,26019.0
2020-07-01,Botad,9545.06,5016.68,4228.97,1596.54,95.86,900.25,4277.19,504.38,26069.08
2020-08-01,Botad,9520.27,5003.65,4217.98,1592.39,96.19,897.91,4266.08,503.07,26001.35
2020-09-01,Botad,9514.97,5000.87,4215.63,1591.5,95.67,897.41,4263.71,502.79,25986.88
2020-10-01,Botad,9473.33,4978.98,4197.18,1584.54,96.27,893.48,4245.05,500.59,25873.16
2020-11-01,Botad,9585.14,5037.75,4246.72,1603.24,96.37,904.03,4295.15,506.5,26178.54
2020-12-01,Botad,9530.03,5008.78,4222.3,1594.02,95.68,898.83,4270.46,503.59,26028.01
2021-01-01,Botad,9518.7,5002.83,4217.28,1592.13,96.48,897.76,4265.38,502.99,25997.07
2021-02-01,Botad,9548.38,5018.43,4230.43,1597.09,95.97,900.56,4278.68,504.56,26078.13
2021-03-01,Botad,9548.86,5018.68,4230.65,1597.17,95.66,900.61,4278.89,504.58,26079.44
2021-04-01,Botad,9485.96,4985.62,4202.78,1586.65,95.72,894.68,4250.71,501.26,25907.64
2021-05-01,Botad,9541.3,5014.71,4227.3,1595.91,96.23,899.9,4275.51,504.18,26058.81
2021-06-01,Botad,9511.69,4999.15,4214.18,1590.96,95.78,897.1,4262.24,502.62,25977.94
2021-07-01,Botad,9518.06,5002.49,4217.0,1592.02,95.89,897.7,4265.09,502.95,25995.33
2021-08-01,Botad,9481.18,4983.11,4200.66,1585.85,96.13,894.23,4248.57,501.01,25894.6
2021-09-01,Botad,9483.0,4984.06,4201.47,1586.16,95.58,894.4,4249.38,501.1,25899.56
2021-10-01,Botad,9455.15,4969.43,4189.13,1581.5,95.57,891.77,4236.9,499.63,25823.52
2021-11-01,Botad,9530.76,5009.17,4222.63,1594.14,96.07,898.9,4270.78,503.63,26030.0
2021-12-01,Botad,9523.77,5005.5,4219.53,1592.98,96.2,898.24,4267.65,503.26,26010.93
2022-01-01,Botad,9575.62,5032.74,4242.5,1601.65,95.86,903.13,4290.88,506.0,26152.52
2022-02-01,Botad,9538.31,5013.13,4225.97,1595.41,95.57,899.61,4274.17,504.02,26050.62
2022-03-01,Botad,9584.49,5037.41,4246.43,1603.13,95.67,903.97,4294.86,506.46,26176.75
2022-04-01,Botad,9485.27,4985.26,4202.47,1586.54,95.86,894.61,4250.4,501.22,25905.77
2022-05-01,Botad,9446.5,4964.88,4185.3,1580.05,96.04,890.95,4233.03,499.17,25799.89
2022-06-01,Botad,9529.16,5008.33,4221.92,1593.88,95.97,898.75,4270.07,503.54,26025.64
2022-07-01,Botad,9445.84,4964.53,4185.0,1579.94,96.6,890.89,4232.73,499.14,25798.08
2022-08-01,Botad,9545.09,5016.7,4228.98,1596.54,96.79,900.25,4277.2,504.38,26069.14
2022-09-01,Botad,9480.76,4982.89,4200.47,1585.78,96.3,894.19,4248.38,500.98,25893.45
2022-10-01,Botad,9556.02,5022.44,4233.82,1598.37,95.94,901.28,4282.1,504.96,26098.99
2022-11-01,Botad,9586.02,5038.21,4247.11,1603.39,95.91,904.11,4295.55,506.55,26180.95
2022-12-01,Botad,9501.86,4993.98,4209.82,1589.31,95.03,896.18,4257.83,502.1,25951.07
2023-01-01,Botad,9538.43,5013.2,4226.03,1595.43,95.65,899.62,4274.22,504.03,26050.96
2023-02-01,Botad,9492.84,4989.24,4205.83,1587.8,95.73,895.32,4253.79,501.62,25926.45
2023-03-01,Botad,9501.6,4993.84,4209.71,1589.27,96.16,896.15,4257.72,502.08,25950.38
2023-04-01,Botad,9519.53,5003.26,4217.65,1592.27,96.23,897.84,4265.75,503.03,25999.34
2023-05-01,Botad,9579.12,5034.58,4244.05,1602.23,95.92,903.46,4292.45,506.18,26162.08
2023-06-01,Botad,9496.27,4991.04,4207.35,1588.38,96.3,895.65,4255.33,501.8,25935.81
2023-07-01,Botad,9568.26,5028.88,4239.24,1600.42,96.24,902.44,4287.59,505.61,26132.43
2023-08-01,Botad,9473.77,4979.21,4197.38,1584.61,96.15,893.53,4245.25,500.61,25874.37
2023-09-01,Botad,9524.2,5005.72,4219.72,1593.05,96.33,898.28,4267.84,503.28,26012.09
2023-10-01,Botad,9491.79,4988.68,4205.36,1587.63,95.55,895.23,4253.32,501.57,25923.57
2023-11-01,Botad,9551.79,5020.22,4231.94,1597.66,95.29,900.88,4280.21,504.74,26087.44
2023-12-01,Botad,9484.25,4984.72,4202.02,1586.37,95.73,894.51,4249.94,501.17,25902.99
2024-01-01,Botad,9470.08,4977.27,4195.74,1584.0,95.81,893.18,4243.59,500.42,25864.28
2024-02-01,Botad,9576.83,5033.38,4243.04,1601.85,96.26,903.25,4291.43,506.06,26155.82
2024-03-01,Botad,9507.04,4996.7,4212.12,1590.18,96.35,896.66,4260.16,502.37,25965.23
2024-04-01,Botad,9468.54,4976.47,4195.06,1583.74,95.68,893.03,4242.9,500.34,25860.08
2024-05-01,Botad,9560.02,5024.55,4235.59,1599.04,96.19,901.66,4283.9,505.17,26109.93
2024-06-01,Botad,9497.14,4991.5,4207.73,1588.52,95.7,895.73,4255.72,501.85,25938.18
2024-07-01,Botad,9588.34,5039.43,4248.14,1603.78,95.53,904.33,4296.58,506.67,26187.26
2024-08-01,Botad,9490.57,4988.05,4204.82,1587.42,96.09,895.11,4252.78,501.5,25920.26
2024-09-01,Botad,9604.6,5047.98,4255.34,1606.5,96.14,905.87,4303.87,507.53,26231.69
2024-10-01,Botad,9541.81,5014.98,4227.53,1595.99,95.86,899.94,4275.74,504.21,26060.2
2024-11-01,Botad,9546.0,5017.18,4229.38,1596.69,96.06,900.34,4277.61,504.43,26071.64
2024-12-01,Botad,9443.55,4963.33,4183.99,1579.56,96.26,890.68,4231.7,499.02,25791.82
2025-01-01,Botad,9565.09,5027.21,4237.84,1599.89,96.26,902.14,4286.17,505.44,26123.78
2020-01-01,Chhota Udepur,9802.21,4356.98,5215.18,1728.39,88.43,580.13,3394.77,587.13,25664.8
2020-02-01,Chhota Udepur,9799.13,4355.61,5213.54,1727.85,88.78,579.95,3393.7,586.95,25656.72
2020-03-01,Chhota Udepur,9801.56,4356.69,5214.83,1728.27,88.41,580.09,3394.54,587.09,25663.08
2020-04-01,Chhota Udepur,9773.44,4344.19,5199.87,1723.32,88.65,578.43,3384.8,585.41,25589.46
2020-05-01,Chhota Udepur,9834.87,4371.5,5232.55,1734.15,88.41,582.06,3406.08,589.09,25750.31
2020-06-01,Chhota Udepur,9784.84,4349.26,5205.93,1725.33,89.03,579.1,3388.75,586.09,25619.31
2020-07-01,Chhota Udepur,9727.46,4323.76,5175.4,1715.21,88.66,575.71,3368.88,582.65,25469.07
2020-08-01,Chhota Udepur,9882.88,4392.84,5258.09,1742.61,87.63,584.91,3422.7,591.96,25876.0
2020-09-01,Chhota Udepur,9858.51,4382.01,5245.13,1738.32,88.47,583.46,3414.26,590.5,25812.2
2020-10-01,Chhota Udepur,9832.15,4370.29,5231.1,1733.67,88.44,581.9,3405.13,588.93,25743.17
2020-11-01,Chhota Udepur,9872.29,4388.13,5252.46,1740.75,88.63,584.28,3419.04,591.33,25848.29
2020-12-01,Chhota Udepur,9826.05,4367.58,5227.86,1732.59,88.29,581.54,3403.02,588.56,25727.22
2021-01-01,Chhota Udepur,9911.83,4405.71,5273.5,1747.72,88.53,586.62,3432.73,593.7,25951.81
2021-02-01,Chhota Udepur,9931.8,4414.58,5284.12,1751.24,89.04,587.8,3439.65,594.89,26004.09
2021-03-01,Chhota Udepur,9732.46,4325.98,5178.07,1716.09,88.36,576.0,3370.61,582.95,25482.16
